stream	min_score	max_score	interest	college_name	college_course	college_fee	college_chance	match_score	career_title	career_desc	career_growth
PCM	85	100	Computer Science	Reva University Bangalore	B.Tech CS	290000	High	77	Backend Engineer (Node.js)	Build high-performance APIs and microservices.	+15% YoY
PCM	85	100	Computer Science	Alliance University Bangalore	B.Tech CS	370000	High	78	Solutions Consultant	Bridge technical capabilities with client business needs.	+14% YoY
PCM	85	100	Mechanical	Symbiosis Institute of Technology Pune	B.Tech Mechanical	610000	High	84	Thermal Engineer	Design cooling and heating systems for industrial applications.	+12% YoY
PCM	85	100	Mechanical	KIIT Bhubaneswar	B.Tech Mechanical	370000	High	83	Automation Engineer	Implement automated manufacturing using PLCs and SCADA.	+14% YoY
PCM	85	100	Mechanical	Shiv Nadar University	B.Tech Mechanical	445000	High	82	Research Engineer	Conduct applied R&D in advanced materials and manufacturing.	+11% YoY
PCM	85	100	Mechanical	Amrita Vishwa Vidyapeetham	B.Tech Mechanical	380000	High	81	Simulation Engineer	Use FEA/CFD tools to simulate structural and fluid systems.	+12% YoY
PCM	85	100	Mechanical	MIT Pune	B.Tech Mechanical	280000	High	80	Product Development Engineer	Prototype and test new mechanical products from concept.	+11% YoY
PCM	60	84	Computer Science	BML Munjal University	B.Tech CS	495000	High	78	IT Consultant	Advise businesses on technology implementation strategies.	+13% YoY
PCM	60	84	Computer Science	GD Goenka University	B.Tech CS	450000	High	76	Junior Data Analyst	Extract insights from business data using SQL and Python.	+14% YoY
PCM	60	84	Computer Science	Graphic Era University Dehradun	B.Tech CS	320000	High	75	Web Application Developer	Build dynamic web apps using React and Django.	+13% YoY
PCM	60	84	Computer Science	Invertis University	B.Tech IT	200000	High	72	Software Tester	Design and execute manual and automated test cases.	+8% YoY
PCM	60	84	Computer Science	Quantum University Roorkee	B.Tech CS	220000	High	71	Junior Cloud Engineer	Support cloud infrastructure management on AWS/Azure.	+12% YoY
PCM	60	84	Computer Science	Teerthanker Mahaveer University	B.Tech CS	180000	High	70	Technical Writer	Document software systems for developers and end-users.	+9% YoY
PCM	60	84	Computer Science	Galgotias University	B.Tech CS	350000	High	74	ERP Developer	Customize and integrate ERP platforms like SAP and Oracle.	+10% YoY
PCM	60	84	Computer Science	Noida International University	B.Tech IT	280000	High	72	Junior Software Engineer	Write and debug code in collaborative agile teams.	+10% YoY
PCM	60	84	Computer Science	Suresh Gyan Vihar University Jaipur	B.Tech CS	260000	High	71	App Maintenance Engineer	Maintain and update existing mobile and web applications.	+8% YoY
PCM	60	84	Computer Science	Manav Rachna University	B.Tech CS	380000	High	73	UI Developer	Build responsive web interfaces using HTML/CSS/JavaScript.	+11% YoY
PCM	60	84	Computer Science	Maharishi Markandeshwar University	B.Tech CS	230000	High	70	Network Support Engineer	Troubleshoot and maintain enterprise LAN/WAN networks.	+7% YoY
PCM	60	84	Computer Science	GNIOT Greater Noida	B.Tech CS	250000	High	71	Helpdesk Specialist	Provide Level 1 and Level 2 IT support to end users.	+6% YoY
PCM	60	84	Computer Science	DY Patil University Pune	B.Tech CS	480000	High	74	DevSecOps Engineer	Integrate security practices into CI/CD pipelines.	+17% YoY
PCM	60	84	Computer Science	Parul University Vadodara	B.Tech CS	290000	High	72	Salesforce Developer	Build custom applications on the Salesforce platform.	+13% YoY
PCM	60	84	Computer Science	Sandip University Nashik	B.Tech CS	240000	High	70	Junior BI Developer	Create dashboards and reports using Power BI and Tableau.	+11% YoY
PCM	60	84	Computer Science	Woxsen University Hyderabad	B.Tech CS (AI)	680000	High	76	Data Analytics Consultant	Help businesses make decisions using advanced analytics.	+16% YoY
PCM	60	84	Computer Science	RV University Bangalore	B.Tech CS	490000	High	75	Product Analyst	Analyze user behavior to improve digital product design.	+14% YoY
PCM	60	84	Computer Science	CMR University Bangalore	B.Tech CS	320000	High	73	Automation Tester	Write Selenium/Appium scripts for automated QA testing.	+10% YoY
PCM	60	84	Computer Science	PES University Bangalore	B.Tech CS	420000	High	76	Computer Networks Engineer	Design and optimize enterprise network architectures.	+10% YoY
PCM	60	84	Computer Science	BMS College of Engineering	B.E. CS	60000	Medium	77	Software Development Engineer	Build robust applications in Java, Python or C++.	+14% YoY
PCM	60	84	Mechanical	Kalinga Institute of Industrial Technology	B.Tech Mechanical	370000	High	74	Piping Design Engineer	Design process piping systems for oil, gas and chemical plants.	+9% YoY
PCM	60	84	Mechanical	DY Patil University	B.Tech Mechanical	470000	High	73	Automobile Service Engineer	Diagnose and resolve complex vehicle mechanical issues.	+7% YoY
PCM	60	84	Mechanical	Galgotias University	B.Tech Mechanical	340000	High	72	Welding Engineer	Develop welding procedures and supervise fabrication.	+6% YoY
PCM	60	84	Mechanical	Graphic Era University	B.Tech Mechanical	310000	High	71	CNC Programmer	Write CNC programs to machine precision engineering parts.	+8% YoY
PCM	60	84	Mechanical	Chitkara University	B.Tech Mechanical	360000	High	70	Safety Engineer	Implement health, safety and environment standards at plants.	+7% YoY
PCM	60	84	Mechanical	BML Munjal University	B.Tech Mechanical	485000	High	72	Lean Manufacturing Consultant	Implement lean and Six Sigma process improvements.	+9% YoY
PCM	60	84	Mechanical	Parul University	B.Tech Mechanical	270000	High	70	Plant Maintenance Engineer	Ensure operational uptime of manufacturing plant equipment.	+6% YoY
PCM	60	84	Mechanical	Sandip University	B.Tech Mechanical	230000	High	69	Junior Design Engineer	Assist in 3D CAD modeling and component detailing.	+7% YoY
PCM	60	84	Mechanical	Woxsen University	B.Tech Mechanical	660000	High	73	Product Design Engineer	Design innovative consumer products using CAD and prototyping.	+10% YoY
PCM	60	84	Mechanical	RNS Institute of Technology	B.E. Mechanical	100000	High	71	Production Supervisor	Supervise shop floor operations and workforce management.	+6% YoY
PCM	0	59	Computer Science	Apex University Jaipur	B.Tech IT	160000	High	66	IT Helpdesk Technician	Provide first-line technical support for desktop and network issues.	+5% YoY
PCM	0	59	Computer Science	Pacific University Udaipur	B.Tech CS	150000	High	65	Junior Web Developer	Build basic websites using HTML, CSS, Bootstrap and PHP.	+7% YoY
PCM	0	59	Computer Science	Sangam University	B.Tech IT	140000	High	63	Data Entry Operator (Tech)	Maintain and update databases for IT departments.	+3% YoY
PCM	0	59	Computer Science	Mewar University	B.Tech CS	130000	High	62	Tech Sales Executive	Sell software products and services to small businesses.	+5% YoY
PCM	0	59	Mechanical	Career Point University	B.Tech Mechanical	170000	High	62	Workshop Supervisor	Manage day-to-day workshop operations and safety compliance.	+4% YoY
PCM	0	59	Mechanical	Raffles University	B.Tech Mechanical	150000	High	61	Draughtsman (CAD Operator)	Produce technical drawings using AutoCAD from engineer inputs.	+5% YoY
PCM	0	59	Civil	IIMT University Meerut	B.Tech Civil	140000	High	60	Junior Site Supervisor	Monitor construction progress and coordinate daily site tasks.	+4% YoY
PCB	85	100	Medical	Kasturba Medical College Manipal	MBBS	1600000	High	93	Cardiologist	Treat complex heart conditions using advanced interventional techniques.	+13% YoY
PCB	85	100	Medical	Amrita School of Medicine Kochi	MBBS	1350000	High	91	Neurosurgeon	Perform intricate surgeries on brain and spinal cord.	+14% YoY
PCB	85	100	Medical	MS Ramaiah Medical College	MBBS	900000	High	90	Endocrinologist	Diagnose and treat hormonal disorders including diabetes.	+12% YoY
PCB	85	100	Medical	PSG Institute of Medical Sciences	MBBS	1100000	High	89	Pulmonologist	Treat lung and respiratory disorders and critical care patients.	+11% YoY
PCB	85	100	Medical	Vydehi Institute of Medical Sciences	MBBS	1050000	High	87	Gastroenterologist	Manage digestive tract diseases and perform endoscopies.	+12% YoY
PCB	85	100	Medical	Yenepoya Medical College	MBBS	1200000	High	88	Ophthalmologist	Diagnose and surgically treat eye disorders and diseases.	+10% YoY
PCB	85	100	Medical	Father Muller Medical College	MBBS	950000	High	87	ENT Specialist	Treat ear, nose and throat disorders surgically and medically.	+9% YoY
PCB	85	100	Medical	Dr. DY Patil Medical College Pune	MBBS	1400000	High	86	Neonatologist	Provide specialized medical care for critically ill newborns.	+12% YoY
PCB	85	100	Medical	SRM Medical College	MBBS	1300000	High	85	Rheumatologist	Diagnose and treat arthritis, lupus and other joint conditions.	+10% YoY
PCB	85	100	Medical	Meenakshi Medical College	MBBS	850000	High	84	Radiologist (Interventional)	Perform image-guided minimally invasive medical procedures.	+13% YoY
PCB	85	100	Pharmacy	Manipal College of Pharmaceutical Sciences	B.Pharm	500000	High	84	Pharmacovigilance Specialist	Monitor drug safety and adverse events in clinical trials.	+14% YoY
PCB	85	100	Pharmacy	Poona College of Pharmacy	B.Pharm	130000	High	83	Hospital Pharmacist	Manage drug dispensing and clinical pharmacy services.	+10% YoY
PCB	85	100	Pharmacy	SRM College of Pharmacy	B.Pharm	360000	High	82	Drug Regulatory Affairs Officer	Handle submissions to CDSCO and international drug agencies.	+12% YoY
PCB	85	100	Biotechnology	Amity University Noida	B.Tech Biotechnology	470000	High	83	Biopharmaceutical Scientist	Develop protein-based drugs and biologics.	+18% YoY
PCB	85	100	Biotechnology	Manipal University	B.Tech Biotechnology	500000	High	82	Genomics Analyst	Interpret next-generation sequencing data for diagnostics.	+20% YoY
PCB	85	100	Allied Health	Manipal College of Allied Health Sciences	B.Sc Physiotherapy	410000	High	81	Sports Physiotherapist	Rehabilitate athletes after sports injuries.	+14% YoY
PCB	85	100	Allied Health	Amrita College of Allied Health Sciences	B.Sc Occupational Therapy	360000	High	80	Pediatric OT	Help children with developmental delays improve daily skills.	+12% YoY
PCB	60	84	Medical	Shri Ramachandra Institute (SRIHER)	MBBS	1250000	High	83	General Surgeon	Perform routine and emergency surgical procedures.	+9% YoY
PCB	60	84	Medical	Sri Siddhartha Medical College	MBBS	1000000	High	82	Medical Officer	Provide primary healthcare in hospitals and clinics.	+8% YoY
PCB	60	84	Medical	NITTE Deemed University	MBBS	1100000	High	81	Community Medicine Specialist	Lead public health initiatives and preventive care programs.	+10% YoY
PCB	60	84	Medical	Rajiv Gandhi University of Health Sciences pvt colleges	MBBS	1200000	High	80	Diabetologist	Manage diabetes and metabolic disorders in outpatient settings.	+11% YoY
PCB	60	84	Medical	Kempegowda Institute of Medical Sciences	MBBS	950000	High	79	Dermatologist (Cosmetology)	Combine dermatology with cosmetic skin treatments.	+18% YoY
PCB	60	84	Medical	AJ Institute of Medical Sciences	MBBS	1050000	High	78	Obstetrician & Gynecologist	Manage pregnancy, childbirth, and women's health.	+9% YoY
PCB	60	84	Medical	Subbaiah Institute of Medical Sciences	MBBS	900000	High	77	Junior Resident Doctor	Complete postgraduate training in a clinical specialization.	+8% YoY
PCB	60	84	Pharmacy	Amrita School of Pharmacy	B.Pharm	410000	High	77	Pharmaceutical Sales Rep	Promote drugs to doctors and healthcare institutions.	+8% YoY
PCB	60	84	Pharmacy	JSS College of Pharmacy Mysuru	B.Pharm	210000	High	76	Quality Assurance Pharmacist	Ensure GMP compliance in pharmaceutical manufacturing.	+9% YoY
PCB	60	84	Pharmacy	LM College of Pharmacy	B.Pharm	90000	High	75	Research Pharmacist	Assist in drug formulation and bioavailability studies.	+10% YoY
PCB	60	84	Biotechnology	DY Patil University Pune	B.Tech Biotechnology	480000	High	76	Clinical Research Associate	Monitor clinical trials and ensure regulatory compliance.	+14% YoY
PCB	60	84	Biotechnology	Lovely Professional University	B.Tech Biotechnology	320000	High	74	Microbiology Analyst	Test pharmaceutical and food products for microbial contamination.	+9% YoY
PCB	60	84	Biotechnology	KIIT Bhubaneswar	B.Tech Biotechnology	380000	High	75	Fermentation Scientist	Optimize industrial fermentation processes for bioproducts.	+11% YoY
PCB	60	84	Allied Health	KIIT School of Allied Health	B.Sc Medical Imaging	370000	High	74	Radiographer	Perform diagnostic imaging using X-ray, CT and MRI systems.	+10% YoY
PCB	60	84	Allied Health	DY Patil Allied Health	B.Sc Cardiac Care	450000	High	73	Cardiac Care Technician	Monitor and assist during cardiac procedures and surgeries.	+11% YoY
PCB	60	84	Nursing	Amrita College of Nursing	B.Sc Nursing	380000	High	75	ICU Nurse	Provide critical care nursing in intensive care units.	+14% YoY
PCB	60	84	Nursing	Manipal College of Nursing	B.Sc Nursing	410000	High	74	Pediatric Nurse	Deliver specialized nursing care to children and infants.	+12% YoY
PCB	60	84	Nursing	SRM College of Nursing	B.Sc Nursing	350000	High	73	OT Nurse	Assist surgeons during operations and manage sterile environments.	+11% YoY
PCB	60	84	Nursing	Sharda University College of Nursing	B.Sc Nursing	380000	High	72	Emergency Room Nurse	Triage and treat patients in hospital emergency departments.	+13% YoY
PCB	0	59	Medical	Glocal University	B.Sc Clinical Research	150000	High	68	Clinical Data Coordinator	Manage clinical trial data entry and validation.	+9% YoY
PCB	0	59	Allied Health	Sunrise University	B.Sc MLT	130000	High	67	Phlebotomist	Collect blood samples and manage specimen processing.	+6% YoY
PCB	0	59	Allied Health	Santosh University Ghaziabad	B.Sc Radiology	180000	High	68	X-Ray Technician	Perform X-ray imaging under radiologist supervision.	+7% YoY
PCB	0	59	Nursing	Private Nursing Institutions	B.Sc Nursing	110000	High	70	Home Care Nurse	Provide nursing care to patients in their home setting.	+10% YoY
PCB	0	59	Pharmacy	Local Pharmacy College	B.Pharm	100000	High	66	Pharmacy Technician	Assist licensed pharmacists in dispensing medications.	+5% YoY
Commerce	85	100	Business/MBA	SP Jain School of Global Management	BBA Global	2200000	High	91	Global Business Strategist	Develop international market entry and expansion strategies.	+24% YoY
Commerce	85	100	Business/MBA	Narsee Monjee Institute of Management (NMIMS)	B.Com (Hons)	280000	High	88	Investment Analyst	Evaluate stocks, bonds and alternative investments.	+20% YoY
Commerce	85	100	Business/MBA	FLAME University Pune	B.B.A.	820000	High	87	Business Development Manager	Grow company revenue through strategic partnerships.	+18% YoY
Commerce	85	100	Business/MBA	Shiv Nadar University	B.A. Economics	460000	High	86	Economic Policy Researcher	Analyze and shape fiscal and monetary policy recommendations.	+14% YoY
Commerce	85	100	Business/MBA	Ashoka University	B.Sc Economics	830000	High	88	Venture Capital Analyst	Evaluate startup investments for VC funds.	+22% YoY
Commerce	85	100	Business/MBA	Great Lakes Institute of Management	PGPM	1200000	High	87	Management Consultant	Solve complex business problems for large organizations.	+22% YoY
Commerce	85	100	Finance	ICFAI Business School Hyderabad	BBA Finance	380000	High	84	Financial Risk Manager	Identify and mitigate financial risks in banking.	+19% YoY
Commerce	85	100	Finance	Narsee Monjee (NMIMS)	B.Sc Finance	275000	High	85	Equity Research Analyst	Produce research reports on publicly listed companies.	+20% YoY
Commerce	85	100	Law	Symbiosis Law School Pune	B.A. LL.B.	490000	High	86	M&A Lawyer	Advise on corporate mergers, acquisitions and restructuring.	+22% YoY
Commerce	85	100	Law	Jindal Global Law School	B.A. LL.B.	800000	High	88	International Trade Lawyer	Handle cross-border commercial disputes and trade compliance.	+20% YoY
Commerce	85	100	Law	Amity Law School	LL.B. (Hons)	600000	High	84	IP & Technology Lawyer	Protect intellectual property rights in the digital economy.	+18% YoY
Commerce	85	100	Business/MBA	Woxsen University	BBA (Business Design)	690000	High	85	Brand Strategist	Develop compelling brand identities and positioning strategies.	+17% YoY
Commerce	85	100	Business/MBA	Bennett University	BBA	620000	High	83	Digital Commerce Manager	Drive e-commerce growth through analytics and optimization.	+20% YoY
Commerce	60	84	Business/MBA	Amity University Noida	BBA	430000	High	82	Sales Manager	Lead a sales team to achieve quarterly revenue targets.	+12% YoY
Commerce	60	84	Business/MBA	Lovely Professional University	B.Com Hons	290000	High	79	Junior Accountant	Record and reconcile financial transactions.	+8% YoY
Commerce	60	84	Business/MBA	Sharda University	BBA	390000	High	78	E-commerce Specialist	Manage product listings and sales on Amazon and Flipkart.	+14% YoY
Commerce	60	84	Business/MBA	Chitkara University	BBA	360000	High	77	Supply Chain Analyst	Analyze and optimize end-to-end supply chain performance.	+12% YoY
Commerce	60	84	Business/MBA	Manav Rachna University	BBA	370000	High	76	Payroll Specialist	Process employee payroll and ensure statutory compliance.	+8% YoY
Commerce	60	84	Business/MBA	GD Goenka University	BBA	450000	High	76	Entrepreneur (SME)	Launch and operate a small or medium-sized business.	+15% YoY
Commerce	60	84	Business/MBA	Graphic Era University	B.Com	300000	High	75	Insurance Advisor	Sell and service insurance policies to individuals and firms.	+7% YoY
Commerce	60	84	Business/MBA	Gitam University	BBA	360000	High	77	Business Analyst	Translate business needs into functional requirements for tech teams.	+14% YoY
Commerce	60	84	Business/MBA	ICFAI University Dehradun	B.Com	200000	High	74	Credit Analyst	Assess creditworthiness of loan applicants for banks.	+10% YoY
Commerce	60	84	Business/MBA	Raffles University	BBA	150000	High	72	Customer Relationship Manager	Build and maintain long-term client relationships.	+9% YoY
Commerce	60	84	Finance	ICFAI Business School	BBA Finance	370000	High	78	Financial Planning Advisor	Provide personal financial planning and investment advice.	+14% YoY
Commerce	60	84	Finance	Parul University	B.Com Finance	270000	High	75	Treasury Analyst	Manage company cash flow and short-term investments.	+12% YoY
Commerce	60	84	Law	Amity Law School Lucknow	LL.B.	580000	High	76	Junior Advocate	Research cases and assist senior lawyers in court proceedings.	+10% YoY
Commerce	60	84	Law	UPES Dehradun	B.A. LL.B.	700000	High	77	Energy & Infrastructure Lawyer	Handle contracts and disputes in power and infrastructure sectors.	+14% YoY
Commerce	60	84	Law	SRM Law School	B.A. LL.B.	490000	High	75	Family Law Attorney	Represent clients in divorce, custody and matrimonial disputes.	+8% YoY
Commerce	0	59	Business/MBA	Career Point University	B.Com	100000	High	65	Billing Executive	Generate and process invoices for clients and vendors.	+4% YoY
Commerce	0	59	Business/MBA	Pacific University	BBA	120000	High	64	Office Administrator	Manage administrative operations and office coordination.	+4% YoY
Commerce	0	59	Business/MBA	Apex University Jaipur	B.Com	95000	High	63	Field Sales Agent	Meet customers and promote products in assigned territories.	+5% YoY
Commerce	0	59	Business/MBA	Mewar University	BBA	110000	High	62	Tally Operator	Maintain accounts using Tally ERP software.	+4% YoY
Commerce	0	59	Business/MBA	Sangam University	B.Com	90000	High	61	Bank Probationary Officer Aspirant	Prepare for banking sector recruitment examinations.	+5% YoY
Arts	85	100	Design	Pearl Academy Delhi	B.Des Fashion	600000	High	88	Fashion Stylist	Style celebrities and shoot editorial campaigns.	+16% YoY
Arts	85	100	Design	Srishti-Manipal Institute	B.Des	480000	High	87	Service Designer	Design end-to-end service experiences for organizations.	+20% YoY
Arts	85	100	Design	MIT Institute of Design Pune	B.Des	350000	High	86	Motion Graphics Designer	Produce animated graphics for broadcast and digital media.	+18% YoY
Arts	85	100	Design	Whistling Woods International	B.Sc Film & TV Production	550000	High	87	Film Director	Direct feature films and web series for OTT platforms.	+20% YoY
Arts	85	100	Design	Arena Animation (Advanced)	Advanced Diploma in VFX	200000	High	85	VFX Supervisor	Lead visual effects production for films and commercials.	+22% YoY
Arts	85	100	Mass Communication	Symbiosis Institute of Media & Communication	B.M.C.	270000	High	86	Corporate Communications Lead	Manage internal and external communications for organizations.	+16% YoY
Arts	85	100	Mass Communication	Xavier Institute of Communications	PG Diploma in Journalism	180000	High	85	Documentary Filmmaker	Produce investigative documentary films for global audiences.	+14% YoY
Arts	85	100	Psychology	Christ University Bangalore	M.Sc Clinical Psychology	240000	High	87	Neuropsychologist	Assess cognitive and behavioral effects of neurological disorders.	+20% YoY
Arts	85	100	Psychology	FLAME University	B.A. Psychology	800000	High	85	Organizational Psychologist	Improve employee performance and workplace wellbeing.	+22% YoY
Arts	85	100	Journalism	Manipal Institute of Communication	B.A. Journalism	480000	High	84	Digital Journalist	Produce breaking news and analysis for online platforms.	+12% YoY
Arts	85	100	Humanities	Ashoka University	B.A. Humanities & Social Sciences	840000	High	86	Policy Researcher	Conduct research to inform government and NGO policy.	+14% YoY
Arts	85	100	Humanities	FLAME University	B.A. Liberal Arts	810000	High	85	Social Entrepreneur	Build ventures that address pressing social problems.	+18% YoY
Arts	85	100	Education	Azim Premji University	B.Ed (Elementary)	260000	High	84	Education Innovator	Design new pedagogical approaches for schools and NGOs.	+12% YoY
Arts	85	100	Fine Arts	Symbiosis School of Art & Design	B.Des	310000	High	83	Art Director (Advertising)	Lead visual creative direction for advertising campaigns.	+16% YoY
Arts	85	100	Performing Arts	FTII Pune	Diploma Acting	100000	Hard	88	Actor / Performer	Perform in films, web series and theatre productions.	+20% YoY
Arts	60	84	Design	GD Goenka University	B.Des	440000	High	79	Junior Graphic Designer	Produce visual assets for brands and marketing teams.	+12% YoY
Arts	60	84	Design	IICD Jaipur	B.Des	230000	High	78	Interior Designer	Plan and execute interior spaces for residential and commercial use.	+13% YoY
Arts	60	84	Design	Raffles Millennium International	Diploma in Design	280000	High	76	Fashion Retail Merchandiser	Plan product range and manage fashion retail buying.	+10% YoY
Arts	60	84	Mass Communication	Amity School of Communication	B.A. Mass Comm.	420000	High	77	Podcast Producer	Produce and edit audio podcast content for digital platforms.	+14% YoY
Arts	60	84	Mass Communication	UPES Dehradun	B.A. Journalism & Mass Comm.	600000	High	76	Content Strategist	Plan and optimize content marketing for digital brands.	+16% YoY
Arts	60	84	Psychology	Amity Institute of Psychology	B.A. Psychology	420000	High	75	HR Recruiter	Screen candidates and manage talent acquisition pipelines.	+12% YoY
Arts	60	84	Psychology	Parul University	B.Sc Psychology	270000	High	74	Child Development Specialist	Assess and support children's cognitive and social growth.	+14% YoY
Arts	60	84	Education	Lovely Professional University	B.Ed	290000	High	73	Corporate Trainer	Design and deliver professional development training programs.	+10% YoY
Arts	60	84	Humanities	Manipal University Jaipur	B.A. English	440000	High	72	ESL Teacher	Teach English to non-native speakers in schools and academies.	+8% YoY
Arts	60	84	Fine Arts	RV College of Fine Arts	B.F.A.	50000	High	73	Illustrator	Create digital and traditional illustrations for various media.	+10% YoY
Arts	60	84	Performing Arts	Symbiosis School of Performing Arts	B.A. Performing Arts	290000	High	74	Event Manager	Plan and execute concerts, corporate events and festivals.	+14% YoY
Arts	60	84	Journalism	Amity School of Communication	B.A. Journalism	420000	High	73	Social Media Content Creator	Produce short-form video and written content for social platforms.	+20% YoY
Arts	0	59	Design	Local Design Institute	Certificate in Graphic Design	50000	High	63	Junior Graphic Designer	Create basic design assets for social media and print.	+9% YoY
Arts	0	59	Mass Communication	Regional Media College	Diploma in Mass Comm.	70000	High	62	Radio Jockey (RJ)	Host and produce radio programs for FM stations.	+7% YoY
Arts	0	59	Psychology	Distance Psychology College	B.A. Psychology (Distance)	15000	High	60	Peer Support Counselor	Provide basic mental wellness support in community settings.	+8% YoY
Arts	0	59	Education	Correspondence B.Ed	B.Ed (Distance)	40000	High	63	Tuition Teacher	Provide private tutoring to school students.	+5% YoY
Arts	0	59	Humanities	IGNOU	B.A. (Distance)	5000	High	59	Freelance Translator	Translate documents between Indian languages and English.	+6% YoY
Arts	0	59	Fine Arts	Local Art College	Certificate in Fine Arts	30000	High	61	Tattoo Artist	Design and apply custom tattoos at studios.	+10% YoY
